OBJECTID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,Pre_1996_Loss,SHAPE_Length
51023,632,2008,5,8,2008-05-08,11:35:00,3,TN,47,0,1,0,0,0.05,0,35.08,-87.49,35.11,-87.45,3.02,440,0,Post-1995,6040.44080008168
51026,635,2008,5,8,2008-05-08,12:45:00,3,TN,47,0,0,0,0,0,0,35.14,-86.96,35.15,-86.94,0.85,50,0,Post-1995,2609.62883154899
51158,767,2008,5,18,2008-05-18,18:25:00,3,TN,47,0,0,0,0,0,0,35.13,-84.6,0,0,2.1,25,0,Post-1995,17.3564709515952
52098,19,2009,2,11,2009-02-11,14:03:00,3,TN,47,0,1,0,0,0.05,0,36.15,-85.08,36.17,-85.09,0.52,75,0,Post-1995,2021.22269087371
52221,143,2009,3,28,2009-03-28,16:38:00,3,TN,47,0,1,0,0,0.1,0,36.3,-87.04,36.36,-86.97,5,100,0,Post-1995,11997.3891103619
52223,144,2009,3,28,2009-03-28,18:00:00,3,TN,47,0,1,0,0,4.41,0,35.85,-86.4,35.86,-86.39,1,50,0,Post-1995,1945.71765697076
52224,145,2009,3,28,2009-03-28,18:01:00,3,TN,47,0,1,0,0,0.03,0,35.08,-86.3,35.09,-86.28,1.46,60,0,Post-1995,2870.48610301831
52229,150,2009,3,28,2009-03-28,19:53:00,3,TN,47,0,0,0,0,0.03,0,35.35,-85.36,35.35,-85.36,1,30,0,Post-1995,17.4082998913006
52246,167,2009,4,2,2009-04-02,15:00:00,3,TN,47,0,1,1,0,0.5,0,36.11,-86.71,36.15,-86.7,2,100,0,Post-1995,4713.68309230049
52284,205,2009,4,10,2009-04-10,09:41:00,3,TN,47,0,1,0,0,0.5,0,36.13,-88.02,36.15,-87.94,4,75,0,Post-1995,9660.43717788826
52285,206,2009,4,10,2009-04-10,09:50:00,3,TN,47,0,0,0,0,0.01,0,36.17,-87.92,36.18,-87.9,1,25,0,Post-1995,2330.73789392611
52286,207,2009,4,10,2009-04-10,09:59:00,3,TN,47,0,1,0,0,0.2,0,36.2,-87.81,36.24,-87.61,12,300,0,Post-1995,23585.5581219575
52291,212,2009,4,10,2009-04-10,11:19:00,3,TN,47,0,4,58,2,100,0,35.76,-86.85,35.91,-86.28,23.25,750,0,Post-1995,66901.8904134806
52292,213,2009,4,10,2009-04-10,11:49:00,3,TN,47,0,1,0,0,0.2,0,36.49,-86.59,36.49,-86.57,0.6,50,0,Post-1995,2079.59851944138
52293,214,2009,4,10,2009-04-10,11:58:00,3,TN,47,0,0,0,0,0.01,0,35.74,-86.38,35.74,-86.38,0.2,25,0,Post-1995,17.5015826848666
52294,215,2009,4,10,2009-04-10,12:01:00,3,TN,47,0,1,0,0,0.06,0,35.77,-86.34,35.78,-86.28,3.7,100,0,Post-1995,7425.02977460531
52295,216,2009,4,10,2009-04-10,12:19:00,3,TN,47,0,0,0,0,0.01,0,35.83,-86.14,35.83,-86.13,0.8,75,0,Post-1995,1936.75016800935
52299,220,2009,4,10,2009-04-10,13:18:00,3,TN,47,0,0,0,0,0,0,35.42,-86.01,35.42,-86,0.25,25,0,Post-1995,493.472468706429
52300,221,2009,4,10,2009-04-10,13:22:00,3,TN,47,0,1,0,0,0.1,0,36.06,-85.33,36.1,-85.22,6,100,0,Post-1995,12261.7430354488
52301,223,2009,4,10,2009-04-10,14:02:00,3,TN,47,0,2,0,0,0.1,0,35.35,-85.38,35.35,-85.38,5,175,0,Post-1995,17.4086433088497
52303,224,2009,4,10,2009-04-10,14:05:00,3,TN,47,0,1,0,0,0.01,0,35.38,-85.36,35.38,-85.36,0.2,40,0,Post-1995,17.4152324850994
52304,225,2009,4,10,2009-04-10,14:23:00,3,TN,47,0,1,0,0,0.05,0,35.38,-85.11,35.38,-85.11,0.5,30,0,Post-1995,17.4150517466261
52353,274,2009,4,13,2009-04-13,19:45:00,3,TN,47,0,0,0,0,0.01,0,35.52,-86.08,35.52,-86.07,0.5,30,0,Post-1995,1194.49762861417
52463,384,2009,5,1,2009-05-01,13:25:00,3,TN,47,0,1,2,0,0.2,0,35.44,-87.52,35.45,-87.43,4.5,150,0,Post-1995,9783.0288972642
52464,385,2009,5,1,2009-05-01,14:05:00,3,TN,47,0,1,0,0,0.1,0,35.36,-87.16,35.34,-87.15,1.1,100,0,Post-1995,2176.80349517179
52498,419,2009,5,3,2009-05-03,16:22:00,3,TN,47,0,1,0,0,0.12,0,35.91,-85.08,35.94,-85.04,3.2,300,0,Post-1995,6301.82929681323
52573,494,2009,5,8,2009-05-08,15:02:00,3,TN,47,0,0,0,0,0,0,35.36,-84.54,35.36,-84.54,0.1,20,0,Post-1995,17.4098662879447
52574,495,2009,5,8,2009-05-08,15:15:00,3,TN,47,0,1,0,0,0.15,0,36.41,-84.9,36.4,-84.85,2.59,50,0,Post-1995,5187.45956336472
52576,497,2009,5,8,2009-05-08,15:58:00,3,TN,47,0,2,0,0,0.09,0,36.36,-84.42,36.36,-84.42,4.5,200,0,Post-1995,17.645924413316
52577,498,2009,5,8,2009-05-08,16:40:00,3,TN,47,0,0,0,0,0,0.01,36.36,-83.8,36.37,-83.79,0.78,20,0,Post-1995,1567.99416020885
52578,499,2009,5,8,2009-05-08,17:15:00,3,TN,47,0,2,0,0,0,0,36.46,-83.58,36.46,-83.58,2.2,100,0,Post-1995,17.6692322293614
52579,500,2009,5,8,2009-05-08,17:36:00,3,TN,47,0,0,0,0,0,0,36.36,-83.42,36.36,-83.42,3.5,100,0,Post-1995,17.6451732565419
52580,501,2009,5,8,2009-05-08,17:40:00,3,TN,47,0,1,0,0,0.01,0,36.41,-83.34,36.45,-83.29,3.5,100,0,Post-1995,7008.87919218103
52581,502,2009,5,8,2009-05-08,18:45:00,3,TN,47,0,0,0,0,0,0,36.4,-82.48,36.4,-82.48,0.1,20,0,Post-1995,17.6540829929347
52653,574,2009,5,24,2009-05-24,16:25:00,3,TN,47,0,0,0,0,0,0,36,-89.65,36.06,-89.7,5.2,25,0,Post-1995,10355.2319701926
52746,667,2009,6,12,2009-06-12,16:00:00,3,TN,47,0,1,0,0,0.03,0,35.19,-89.87,35.19,-89.87,0.1,30,0,Post-1995,207.650789572873
53018,939,2009,7,28,2009-07-28,16:32:00,3,TN,47,0,1,0,0,0.1,0,35.69,-85.63,35.7,-85.62,0.62,100,0,Post-1995,1239.43082930884
53034,955,2009,7,30,2009-07-30,15:49:00,3,TN,47,0,1,0,0,0.25,0,35.19,-89.81,35.2,-89.78,1.96,250,0,Post-1995,3869.27954920531
53036,957,2009,7,30,2009-07-30,16:01:00,3,TN,47,0,0,0,0,0,0,35.64,-89.53,35.64,-89.53,0.14,50,0,Post-1995,290.724295730314
53037,958,2009,7,30,2009-07-30,18:40:00,3,TN,47,0,1,0,0,0.05,0,35.61,-88.5,35.65,-88.45,3.71,100,0,Post-1995,7359.27070625528
53038,959,2009,7,30,2009-07-30,18:52:00,3,TN,47,0,0,0,0,0.03,0,35.78,-88.36,35.78,-88.36,0.1,30,0,Post-1995,207.686448858735
53039,960,2009,7,30,2009-07-30,22:00:00,3,TN,47,0,1,0,0,0.1,0,36.53,-86.3,36.57,-86.3,3,100,0,Post-1995,6235.86060440656
53116,1032,2009,9,7,2009-09-07,17:58:00,3,TN,47,0,0,0,0,0.03,0,35.69,-85.84,35.68,-85.81,2.04,50,0,Post-1995,4060.89557509008
53131,1017,2009,10,9,2009-10-09,13:12:00,3,TN,47,0,1,1,0,0.1,0,36.37,-86.8,36.38,-86.77,1.82,100,0,Post-1995,3645.43929159507
53133,1015,2009,10,9,2009-10-09,14:57:00,3,TN,47,0,1,0,0,0.03,0,35.14,-86.58,35.14,-86.52,3.2,200,0,Post-1995,6302.68749398227
53134,1014,2009,10,9,2009-10-09,16:48:00,3,TN,47,0,0,0,0,0.02,0,35.08,-85.56,35.08,-85.56,2,30,0,Post-1995,17.3456936400502
53135,1013,2009,10,9,2009-10-09,16:55:00,3,TN,47,0,0,0,0,0.01,0,35.04,-85.52,35.04,-85.52,0.1,20,0,Post-1995,17.3366700402017
53136,1012,2009,10,9,2009-10-09,17:15:00,3,TN,47,0,0,0,0,0.01,0,35.62,-84.57,35.62,-84.57,0.5,20,0,Post-1995,17.4710180035261
53137,1011,2009,10,9,2009-10-09,18:25:00,3,TN,47,0,0,0,0,0.01,0,35.43,-84.44,35.43,-84.44,0.2,30,0,Post-1995,17.4261290282568
53259,24,2010,1,21,2010-01-21,16:58:00,3,TN,47,1,0,0,0,0,0,35.2,-85.89,35.23,-85.83,2.46,300,0,Post-1995,7896.24141093949
53262,27,2010,1,21,2010-01-21,17:48:00,3,TN,47,2,0,0,0,0,0,35.11,-85.69,35.11,-85.69,0.2,30,0,Post-1995,17.3527040818915
53265,30,2010,1,24,2010-01-24,15:40:00,3,TN,47,3,0,0,0,0.05,0,36.55,-86.91,36.6,-86.9,3.6,50,0,Post-1995,7125.20132193413
53388,153,2010,4,24,2010-04-24,15:26:00,3,TN,47,4,1,0,0,1.08,0,35.68,-88.14,35.88,-87.75,25.64,400,0,Post-1995,50707.0174381327
53392,157,2010,4,24,2010-04-24,17:15:00,3,TN,47,5,1,0,0,0.03,0,35.65,-87.52,35.67,-87.5,1.84,100,0,Post-1995,3649.41514457303
53396,161,2010,4,24,2010-04-24,18:42:00,3,TN,47,6,0,0,0,0.02,0,36.53,-86.19,36.55,-86.18,1.51,50,0,Post-1995,3029.69429491085
53404,169,2010,4,24,2010-04-24,23:50:00,3,TN,47,7,2,0,0,0.07,0,35.57,-84.28,35.62,-84.14,14,100,0,Post-1995,17377.7806704515
53405,170,2010,4,25,2010-04-25,00:05:00,3,TN,47,8,0,0,0,0.02,0,35.06,-84.48,35.07,-84.45,1.24,30,0,Post-1995,2448.82000079793
53441,206,2010,5,1,2010-05-01,15:23:00,3,TN,47,9,0,0,0,0.01,0,35.1,-87.43,35.11,-87.38,3.11,100,0,Post-1995,6125.24287704476
53450,215,2010,5,1,2010-05-01,21:47:00,3,TN,47,10,1,0,0,0.01,0,35.32,-89.94,35.33,-89.93,0.61,100,0,Post-1995,1201.25247967044
53455,220,2010,5,2,2010-05-02,01:14:00,3,TN,47,11,0,0,0,0.01,0,35.77,-88.99,35.77,-88.99,0.02,25,0,Post-1995,46.7970334207796
53456,221,2010,5,2,2010-05-02,01:20:00,3,TN,47,12,2,0,0,0.5,0,35.81,-88.91,35.83,-88.86,3.04,200,0,Post-1995,6048.07647018488
53460,225,2010,5,2,2010-05-02,02:20:00,3,TN,47,14,0,0,0,0.01,0,35.08,-88.74,35.08,-88.73,0.16,50,0,Post-1995,311.348038267222
53461,226,2010,5,2,2010-05-02,02:24:00,3,TN,47,15,2,12,0,7.4,0,35.12,-88.69,35.37,-88.36,25.74,880,0,Post-1995,50761.3592144385
53463,228,2010,5,2,2010-05-02,03:13:00,3,TN,47,16,0,0,0,0.11,0,35.5,-88.28,35.54,-88.2,5.7,100,0,Post-1995,11278.048424501
53464,229,2010,5,2,2010-05-02,03:45:00,3,TN,47,17,1,0,0,0.15,0.01,35.7,-87.85,35.72,-87.73,6.93,250,0,Post-1995,13743.3993275468
53465,230,2010,5,2,2010-05-02,04:00:00,3,TN,47,18,2,1,0,0.6,0.01,35.79,-87.7,35.85,-87.55,9.15,600,0,Post-1995,18180.7878816967
53466,231,2010,5,2,2010-05-02,04:17:00,3,TN,47,19,2,0,0,0.2,0.01,35.89,-87.51,35.91,-87.45,3.89,250,0,Post-1995,7741.79070492447
53467,232,2010,5,2,2010-05-02,05:07:00,3,TN,47,20,1,0,0,0.5,0,36.29,-86.75,36.31,-86.69,3.64,300,0,Post-1995,7274.30360732931
53468,233,2010,5,2,2010-05-02,05:17:00,3,TN,47,21,1,0,0,0.45,0.01,36.33,-86.64,36.39,-86.58,5.05,400,0,Post-1995,10105.1508006503
53469,234,2010,5,2,2010-05-02,05:45:00,3,TN,47,22,0,0,0,0.01,0,35.84,-87.27,35.86,-87.23,2.73,50,0,Post-1995,5431.34180729868
54011,777,2010,6,25,2010-06-25,14:57:00,3,TN,47,23,0,0,0,0.03,0,35.28,-89.03,35.28,-89.02,0.67,50,0,Post-1995,1310.60780732812
54193,959,2010,7,26,2010-07-26,18:05:00,3,TN,47,24,1,0,0,0.2,0,36.25,-86.78,36.26,-86.77,0.5,50,0,Post-1995,795.301457256816
54351,1117,2010,10,24,2010-10-24,23:40:00,3,TN,47,25,1,0,0,0.1,0,35.29,-86.33,35.3,-86.32,1.15,200,0,Post-1995,2282.780727325
54358,1124,2010,10,25,2010-10-25,04:00:00,3,TN,47,26,0,0,0,0.05,0,35.12,-85.15,35.12,-85.15,0.1,40,0,Post-1995,17.3546668487221
54400,1166,2010,10,26,2010-10-26,13:30:00,3,TN,47,27,1,0,0,0.1,0,35.29,-84.77,35.29,-84.77,0.13,40,0,Post-1995,254.220209039778
54401,1167,2010,10,26,2010-10-26,13:55:00,3,TN,47,28,1,0,0,0.03,0,35.67,-84.15,35.69,-84.13,2,50,0,Post-1995,3968.87263899616
54406,1172,2010,10,26,2010-10-26,16:25:00,3,TN,47,29,0,0,0,0.01,0,35.03,-85.44,35.03,-85.44,0.4,20,0,Post-1995,783.959659606271
54407,1173,2010,10,26,2010-10-26,16:50:00,3,TN,47,30,2,6,0,0.2,0,35.12,-85.19,35.12,-85.19,1.2,100,0,Post-1995,17.3551925825077
54446,1212,2010,11,25,2010-11-25,14:30:00,3,TN,47,31,0,0,0,0.1,0,35.85,-88.87,35.85,-88.86,0.61,200,0,Post-1995,1213.78349340872
54545,332543,2011,2,24,2011-02-24,20:30:00,3,TN,47,1,2,0,0,1.52,0,35.66,-88.24,35.73,-88.03,12.19,400,0,Post-1995,24184.0814918389
54546,318252,2011,2,24,2011-02-24,22:02:00,3,TN,47,2,2,0,0,0.55,0,36.09,-86.62,36.12,-86.49,7.51,100,0,Post-1995,14967.2341511159
54547,284965,2011,2,24,2011-02-24,22:14:00,3,TN,47,3,2,2,0,0.5,0,36.12,-86.42,36.18,-86.3,8,150,0,Post-1995,15892.0162544505
54585,291036,2011,2,28,2011-02-28,12:18:00,3,TN,47,4,2,4,1,0.04,0,35.31,-86.11,35.27,-86.33,16.1,600,0,Post-1995,25616.7958220311
54587,276461,2011,2,28,2011-02-28,13:00:00,3,TN,47,5,0,0,0,0.02,0,35,-85.71,35,-85.71,0.01,20,0,Post-1995,86.1162605230816
54588,284377,2011,2,28,2011-02-28,13:25:00,3,TN,47,6,1,0,0,1.25,0,35.13,-85.35,35.13,-85.35,2.2,90,0,Post-1995,17.3570349636387
54589,284380,2011,2,28,2011-02-28,13:30:00,3,TN,47,7,1,0,0,5,0,35.18,-85.28,35.18,-85.28,2.6,150,0,Post-1995,17.3684215937805
54646,290014,2011,3,23,2011-03-23,17:54:00,3,TN,47,8,2,0,0,0.35,0,35.96,-85.64,35.91,-85.49,9,100,0,Post-1995,17800.9028123271
54647,290008,2011,3,23,2011-03-23,18:03:00,3,TN,47,9,0,0,0,0.03,0,35.72,-86.44,35.73,-86.45,1,50,0,Post-1995,1966.57915738648
54648,282100,2011,3,23,2011-03-23,19:50:00,3,TN,47,10,3,2,0,2.5,0,35.66,-84.23,35.68,-84.13,5.8,500,0,Post-1995,11500.8054305344
54649,290011,2011,3,24,2011-03-24,17:19:00,3,TN,47,11,1,0,0,0.2,0,36.1,-86.09,36.06,-86,5.65,100,0,Post-1995,11261.3842357271
54686,302177,2011,4,4,2011-04-04,12:19:00,3,TN,47,12,1,0,0,0.15,0.01,36.08,-87.81,36.09,-87.75,2.9,75,0,Post-1995,5778.81312712889
54687,302179,2011,4,4,2011-04-04,12:33:00,3,TN,47,13,1,0,0,0.11,0.01,36.1,-87.54,36.08,-87.41,7.25,150,0,Post-1995,14446.7414721096
54688,282770,2011,4,4,2011-04-04,12:52:00,3,TN,47,14,0,0,0,0,0.01,36.25,-87.07,36.25,-87.06,0.81,50,0,Post-1995,1613.01468374369
54689,318243,2011,4,4,2011-04-04,13:20:00,3,TN,47,15,1,0,0,0.5,0.01,35.98,-86.66,35.98,-86.57,4.9,100,0,Post-1995,9749.19665577301
54701,287675,2011,4,4,2011-04-04,16:36:00,3,TN,47,16,0,0,0,0.01,0,35.46,-84.59,35.46,-84.59,0.1,25,0,Post-1995,17.4331410385198
54722,303811,2011,4,9,2011-04-09,14:35:00,3,TN,47,17,0,0,0,0.02,0,36.3,-82.32,36.29,-82.3,0.89,50,0,Post-1995,1778.20346562324
54724,291955,2011,4,9,2011-04-09,16:00:00,3,TN,47,18,1,0,0,0.07,0,36.3,-82.43,36.3,-82.43,3,150,0,Post-1995,17.6300069818379
54725,303792,2011,4,9,2011-04-09,16:08:00,3,TN,47,19,1,0,0,0.01,0,36.3,-82.39,36.31,-82.38,0.61,100,0,Post-1995,1211.70903087268
54726,303819,2011,4,9,2011-04-09,16:15:00,3,TN,47,20,0,0,0,0.01,0,36.04,-82.56,36.05,-82.54,1.04,50,0,Post-1995,2080.26613936512
55116,297448,2011,4,25,2011-04-25,22:45:00,3,TN,47,21,1,0,0,0.15,0,36.4,-88.8,36.54,-88.6,15.39,225,0,Post-1995,30330.0643498606
55117,298114,2011,4,25,2011-04-25,22:47:00,3,TN,47,22,0,0,0,0.02,0,35.71,-88.51,35.84,-88.25,16.98,200,0,Post-1995,33719.3728006275
55157,301516,2011,4,26,2011-04-26,19:27:00,3,TN,47,23,0,0,0,0.01,0,35.38,-88.99,35.39,-88.97,1.47,150,0,Post-1995,2902.26529319547
55162,301503,2011,4,26,2011-04-26,19:54:00,3,TN,47,24,0,0,0,0.07,0,35.43,-88.59,35.49,-88.46,8.23,25,0,Post-1995,16282.407838361
55205,302699,2011,4,27,2011-04-27,04:38:00,3,TN,47,26,2,0,0,0,0,35,-86.7,35.27,-86.37,25.95,400,0,Post-1995,51124.3668380819
55206,303095,2011,4,27,2011-04-27,04:40:00,3,TN,47,27,1,0,0,0.07,0.01,35.69,-86.7,35.71,-86.65,2.89,100,0,Post-1995,5737.67286900372
55207,303096,2011,4,27,2011-04-27,04:47:00,3,TN,47,28,0,0,0,0.01,0.01,35.74,-86.56,35.75,-86.53,2.11,50,0,Post-1995,4202.29943678624
55210,302282,2011,4,27,2011-04-27,04:50:00,3,TN,47,29,1,1,0,0.01,0.07,35.41,-87.32,35.43,-87.28,2.66,150,0,Post-1995,5254.3847524381
55211,303098,2011,4,27,2011-04-27,04:52:00,3,TN,47,30,0,0,0,0.05,0.01,35.83,-86.46,35.84,-86.44,1.57,75,0,Post-1995,3130.93179182226
55215,305374,2011,4,27,2011-04-27,05:13:00,3,TN,47,31,2,0,0,0.03,0.02,35.4,-86.27,35.42,-86.25,1.98,75,0,Post-1995,3854.12178162527
55219,303104,2011,4,27,2011-04-27,05:24:00,3,TN,47,32,0,0,0,0.01,0.01,36.18,-86.01,36.2,-85.95,3.43,50,0,Post-1995,6849.63151880086
55230,303112,2011,4,27,2011-04-27,05:45:00,3,TN,47,33,0,0,0,0.01,0.01,35.53,-86,35.53,-85.97,1.67,50,0,Post-1995,3320.17180841755
55231,303135,2011,4,27,2011-04-27,05:47:00,3,TN,47,34,1,0,0,0.01,0.04,36.46,-85.71,36.48,-85.66,3.34,100,0,Post-1995,6696.12630591738
55233,303120,2011,4,27,2011-04-27,05:49:00,3,TN,47,35,0,0,0,0.02,0.01,36.26,-85.4,36.28,-85.37,1.96,50,0,Post-1995,3912.9266415638
55234,303114,2011,4,27,2011-04-27,05:50:00,3,TN,47,36,1,0,0,0.1,0.02,35.57,-85.88,35.67,-85.68,13.17,100,0,Post-1995,26107.8482180177
55240,351615,2011,4,27,2011-04-27,06:45:00,3,TN,47,37,2,1,0,0.12,0,35.3,-84.96,35.32,-84.92,2,150,0,Post-1995,5021.62418240398
55241,303146,2011,4,27,2011-04-27,06:47:00,3,TN,47,39,0,0,0,0.01,0.01,36,-85.11,36.07,-85.06,5.6,100,0,Post-1995,11157.1455101803
55242,293385,2011,4,27,2011-04-27,06:55:00,3,TN,47,40,2,0,0,0.75,0,35.02,-85.37,35.05,-85.35,2.3,500,0,Post-1995,4646.72038556423
55243,347834,2011,4,27,2011-04-27,06:55:00,3,TN,47,41,1,0,0,0.1,0,34.99,-85.33,35,-85.33,0.7,80,0,Post-1995,1343.68383131354
55244,293394,2011,4,27,2011-04-27,06:56:00,3,TN,47,42,1,0,0,0.15,0,35.11,-85.29,35.13,-85.25,2.5,250,0,Post-1995,5218.82172924206
55245,350402,2011,4,27,2011-04-27,07:03:00,3,TN,47,43,0,0,0,0.03,0,35.11,-85.15,35.13,-85.15,0.5,100,0,Post-1995,2721.91859999299
55246,300738,2011,4,27,2011-04-27,07:04:00,3,TN,47,44,1,0,0,0.03,0,34.99,-85.27,35,-85.24,2.2,200,0,Post-1995,4434.16085598879
55247,300745,2011,4,27,2011-04-27,07:37:00,3,TN,47,45,1,0,0,0.03,0,35.35,-85,35.36,-84.99,0.6,100,0,Post-1995,1209.85987473084
55257,300746,2011,4,27,2011-04-27,13:02:00,3,TN,47,46,1,0,1,0.12,0,35.04,-85.07,35.2,-84.86,17,120,0,Post-1995,31752.809087602
55258,300950,2011,4,27,2011-04-27,13:15:00,3,TN,47,47,0,0,0,0.01,0,35.21,-84.9,35.23,-84.88,1.78,50,0,Post-1995,3519.07667288815
55259,300945,2011,4,27,2011-04-27,13:26:00,3,TN,47,48,1,0,0,0.15,0,35.4,-85.37,35.44,-85.3,4.9,80,0,Post-1995,9604.65536444207
55260,300933,2011,4,27,2011-04-27,13:26:00,3,TN,47,49,1,0,0,0.03,0,34.98,-85.6,35.01,-85.57,2.2,80,0,Post-1995,4348.89667806527
55263,293883,2011,4,27,2011-04-27,13:36:00,3,TN,47,50,0,0,0,0.05,0,35.17,-84.9,35.23,-84.88,2,150,0,Post-1995,7749.15660833378
55270,302842,2011,4,27,2011-04-27,14:04:00,3,TN,47,51,0,0,0,0.01,0,35.54,-84.28,35.55,-84.24,2.3,100,0,Post-1995,4658.22397211586
55281,300936,2011,4,27,2011-04-27,14:49:00,3,TN,47,52,1,0,0,0.03,0,35.54,-84.3,35.55,-84.24,3.4,100,0,Post-1995,6817.85330549013
55290,300734,2011,4,27,2011-04-27,16:03:00,3,TN,47,53,1,0,0,0.09,0,35.01,-85.21,35.07,-85.23,3.8,125,0,Post-1995,7460.89875321194
55294,303574,2011,4,27,2011-04-27,16:11:00,3,TN,47,55,2,2,0,1.8,0,35.02,-88.27,35.04,-88.21,3.84,200,0,Post-1995,7558.63120157509
55295,347835,2011,4,27,2011-04-27,16:12:00,3,TN,47,56,0,0,0,0.01,0,35.1,-85.08,35.1,-85.08,0.1,70,0,Post-1995,110.313857435445
55296,293961,2011,4,27,2011-04-27,16:13:00,3,TN,47,57,1,0,0,0.03,0,35.04,-85.1,35.11,-85.05,4,90,0,Post-1995,11028.9747538149
55297,300733,2011,4,27,2011-04-27,16:14:00,3,TN,47,58,1,0,0,0.1,0,35.07,-85.1,35.08,-85.03,3.6,200,0,Post-1995,7132.64626321657
55300,294036,2011,4,27,2011-04-27,16:28:00,3,TN,47,60,2,0,4,0.65,0,35.08,-84.95,35.3,-84.51,27.95,250,0,Post-1995,57133.9252274047
55305,346785,2011,4,27,2011-04-27,17:00:00,3,TN,47,61,0,0,0,0.01,0,35.35,-85.65,35.36,-85.64,1.16,50,0,Post-1995,2294.7204265632
55306,350722,2011,4,27,2011-04-27,17:00:00,3,TN,47,62,0,0,0,0.01,0,35.29,-84.55,35.32,-84.54,2.3,50,0,Post-1995,4172.27889413273
55309,302493,2011,4,27,2011-04-27,17:07:00,3,TN,47,63,0,0,0,0.01,0,35.35,-84.92,35.36,-84.91,0.75,110,0,Post-1995,1454.69085144489
55310,300729,2011,4,27,2011-04-27,17:08:00,3,TN,47,64,2,1,0,0.5,0,35.35,-84.4,35.44,-84.25,10.5,200,0,Post-1995,20733.3419620953
55311,300937,2011,4,27,2011-04-27,17:10:00,3,TN,47,65,1,0,0,0.03,0,35.44,-84.42,35.53,-84.25,11.4,200,0,Post-1995,22572.5191196555
55317,353666,2011,4,27,2011-04-27,17:31:00,3,TN,47,66,4,0,0,1.05,0,35.53,-84.05,35.66,-83.85,14.45,1320,0,Post-1995,28963.4785903238
55318,302488,2011,4,27,2011-04-27,17:35:00,3,TN,47,67,0,0,0,0.01,0,35.47,-84.52,35.48,-84.52,0.7,20,0,Post-1995,1366.94250000268
55319,350309,2011,4,27,2011-04-27,17:35:00,3,TN,47,68,0,0,0,0.02,0,35.18,-84.87,35.19,-84.86,1,50,0,Post-1995,1806.02479100364
55321,302486,2011,4,27,2011-04-27,18:00:00,3,TN,47,69,0,0,0,0.01,0,35.66,-84.19,35.68,-84.18,1,50,0,Post-1995,2958.00665690571
55323,296461,2011,4,27,2011-04-27,18:09:00,3,TN,47,70,0,0,0,0.01,0,35.8,-84.06,35.86,-83.97,6.5,200,0,Post-1995,12970.8610962844
55328,302478,2011,4,27,2011-04-27,18:46:00,3,TN,47,72,0,0,0,0.02,0,36.08,-83.34,36.1,-83.28,3.3,50,0,Post-1995,6580.21791535687
55330,300932,2011,4,27,2011-04-27,18:57:00,3,TN,47,73,1,0,0,0.02,0,35.92,-83.97,35.93,-83.95,1,50,0,Post-1995,2616.59244369199
55331,302962,2011,4,27,2011-04-27,19:06:00,3,TN,47,74,0,0,0,0.01,0,35.85,-83.72,35.85,-83.71,0.5,50,0,Post-1995,336.490651713334
55332,347401,2011,4,27,2011-04-27,19:07:00,3,TN,47,75,0,0,0,0.01,0,36.23,-83.06,36.23,-83.05,0.5,70,0,Post-1995,941.578112421635
55333,302469,2011,4,27,2011-04-27,19:11:00,3,TN,47,76,0,0,0,0.02,0,36.14,-83.48,36.14,-83.47,0.3,50,0,Post-1995,729.625176258368
55336,302843,2011,4,27,2011-04-27,19:18:00,3,TN,47,77,0,0,0,0.01,0,35.39,-84.35,35.4,-84.34,0.9,50,0,Post-1995,1761.82452940376
55338,300938,2011,4,27,2011-04-27,19:20:00,3,TN,47,78,1,0,0,0.03,0,35.44,-84.41,35.53,-84.25,11,200,0,Post-1995,21647.7458338634
55339,302956,2011,4,27,2011-04-27,19:22:00,3,TN,47,79,0,0,0,0.01,0,35.38,-84.34,35.4,-84.32,1.75,50,0,Post-1995,3523.51785082876
55340,302474,2011,4,27,2011-04-27,19:24:00,3,TN,47,80,0,0,0,0.01,0,36.05,-83.49,36.06,-83.48,0.8,50,0,Post-1995,1376.4467811464
55341,300934,2011,4,27,2011-04-27,19:25:00,3,TN,47,81,1,1,0,0.3,0,35.45,-84.46,35.53,-84.26,12.5,200,0,Post-1995,24805.4860646938
55342,300942,2011,4,27,2011-04-27,19:28:00,3,TN,47,82,1,0,0,0.01,0,35.7,-84.88,35.71,-84.85,1.5,75,0,Post-1995,3543.44833303875
55343,350287,2011,4,27,2011-04-27,19:29:00,3,TN,47,83,2,0,0,0.8,0,36.29,-82.7,36.36,-82.57,8.8,150,0,Post-1995,17406.0702144278
55344,302972,2011,4,27,2011-04-27,19:31:00,3,TN,47,84,0,0,0,0.01,0,35.91,-83.33,35.92,-83.32,1.1,200,0,Post-1995,2215.77319303771
55345,296915,2011,4,27,2011-04-27,19:33:00,3,TN,47,85,1,0,0,0.1,0,35.95,-83.29,35.97,-83.16,7.1,150,0,Post-1995,14197.8251364178
55346,347884,2011,4,27,2011-04-27,19:35:00,3,TN,47,86,2,0,0,0.11,0,35.51,-84.07,35.66,-83.84,16.9,440,0,Post-1995,32812.8506505598
55347,300949,2011,4,27,2011-04-27,19:43:00,3,TN,47,87,0,0,0,0.01,0,35.63,-84.13,35.66,-84.07,3.8,100,0,Post-1995,8101.09368031403
