OBJECTID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,Pre_1996_Loss,SHAPE_Length
55351,300459,2011,4,27,2011-04-27,20:06:00,3,TN,47,88,4,12,4,17.25,0,35.34,-85.42,35.68,-84.87,40.16,880,0,Post-1995,76879.8328150415
55354,300730,2011,4,27,2011-04-27,20:28:00,3,TN,47,89,2,0,0,0.2,0,35.36,-85.39,35.4,-85.33,4.5,250,0,Post-1995,8789.50331354987
55355,302482,2011,4,27,2011-04-27,20:28:00,3,TN,47,90,0,0,0,0.01,0,35.87,-84.2,35.87,-84.19,1,50,0,Post-1995,1113.19529999979
55358,300951,2011,4,27,2011-04-27,20:32:00,3,TN,47,91,0,0,0,0.02,0,35.82,-83.13,35.84,-83.1,2.4,40,0,Post-1995,4801.72194719006
55359,300732,2011,4,27,2011-04-27,20:37:00,3,TN,47,92,1,0,0,0.03,0,35.85,-83.02,35.86,-83,1.2,150,0,Post-1995,2418.69459706096
55363,302978,2011,4,27,2011-04-27,20:47:00,3,TN,47,93,0,0,0,0.01,0,36.01,-82.87,36.03,-82.83,2.3,300,0,Post-1995,4630.36057061291
55365,347518,2011,4,27,2011-04-27,20:51:00,3,TN,47,94,3,33,6,8.01,0,36.03,-82.81,36.15,-82.57,15.8,1500,0,Post-1995,30583.2140884453
55367,339858,2011,4,27,2011-04-27,21:18:00,3,TN,47,95,0,0,0,0.01,0,36.21,-83.42,36.21,-83.42,0.3,50,0,Post-1995,406.644245808929
55370,297650,2011,4,27,2011-04-27,21:45:00,3,TN,47,96,2,0,2,1,0,36.39,-81.99,36.5,-81.82,12,250,0,Post-1995,24286.726060645
55377,297632,2011,4,27,2011-04-27,22:40:00,3,TN,47,97,3,70,2,8,0,36.11,-82.7,36.2,-82.49,13.6,1000,0,Post-1995,27166.2847489762
55567,293512,2011,5,23,2011-05-23,17:52:00,3,TN,47,98,2,3,0,0.6,0.01,36.55,-87.83,36.81,-87.39,30.59,175,0,Post-1995,60860.1712629215
55711,313114,2011,5,26,2011-05-26,00:00:00,3,TN,47,99,0,0,0,0.1,0,35.96,-85.82,35.96,-85.79,1.93,50,0,Post-1995,3841.72994060199
55887,316144,2011,6,22,2011-06-22,16:40:00,3,TN,47,100,0,0,0,0.01,0,35.77,-84.47,35.77,-84.47,0.6,20,0,Post-1995,22.263900000602
55894,316204,2011,6,23,2011-06-23,23:00:00,3,TN,47,101,1,0,0,0.05,0,36.02,-84.16,36.02,-84.16,1.5,80,0,Post-1995,66.7917999997735
55895,316205,2011,6,23,2011-06-23,23:20:00,3,TN,47,102,0,0,0,0.04,0,35.97,-83.95,35.97,-83.95,1,100,0,Post-1995,311.62337937779
56226,355191,2012,1,17,2012-01-17,13:27:00,3,TN,47,0,0,0,0,0.25,0,36.04,-86.47,36.04,-86.44,1.69,125,0,Post-1995,3465.14941865258
56243,361317,2012,1,22,2012-01-22,23:55:00,3,TN,47,0,1,0,0,0.05,0,35.59,-88.39,35.64,-88.27,7.97,150,0,Post-1995,15782.8949349451
56339,362592,2012,2,29,2012-02-29,15:46:00,3,TN,47,0,1,0,1,0.7,0,35.97,-85.85,36.02,-85.59,14.84,200,0,Post-1995,29542.8922279849
56340,362595,2012,2,29,2012-02-29,16:02:00,3,TN,47,0,0,0,0,0.01,0,36.02,-85.53,36.03,-85.49,2.16,50,0,Post-1995,4299.09639631506
56341,362596,2012,2,29,2012-02-29,16:30:00,3,TN,47,0,2,7,2,1,0,36.09,-85.11,36.12,-85.01,6.18,300,0,Post-1995,12315.5572810907
56342,362791,2012,2,29,2012-02-29,18:30:00,3,TN,47,0,0,0,0,0.03,0,35.69,-84.13,35.69,-84.12,0.75,100,0,Post-1995,1405.99390293579
56344,374041,2012,3,1,2012-03-01,01:05:00,3,TN,47,0,0,0,0,0.02,0,35.83,-83.8,35.83,-83.77,1.85,70,0,Post-1995,3671.69086080783
56352,372675,2012,3,2,2012-03-02,11:15:00,3,TN,47,0,1,0,0,0,0,35.05,-85.54,35.05,-85.53,0.5,100,0,Post-1995,943.058374815545
56353,374002,2012,3,2,2012-03-02,11:41:00,3,TN,47,0,3,44,0,35.29,0,35.13,-85.16,35.31,-84.47,41,400,0,Post-1995,80686.9188547511
56356,374085,2012,3,2,2012-03-02,12:47:00,3,TN,47,0,2,3,0,5,0,35.37,-84.31,35.44,-84.07,14.31,400,0,Post-1995,28282.2041857943
56368,361151,2012,3,2,2012-03-02,14:45:00,3,TN,47,0,0,0,0,0,0,35.21,-86.74,35.21,-86.73,0.62,50,0,Post-1995,1224.590600473
56378,368123,2012,3,2,2012-03-02,15:48:00,3,TN,47,0,1,0,0,0.3,0,36.1,-87.12,36.1,-87.11,0.63,100,0,Post-1995,1259.11712130849
56387,372674,2012,3,2,2012-03-02,16:52:00,3,TN,47,0,0,0,0,0.01,0,35.5,-84.94,35.52,-84.9,2.7,75,0,Post-1995,5271.35729182373
56391,372686,2012,3,2,2012-03-02,17:10:00,3,TN,47,0,1,0,0,0,0,35.05,-85.54,35.05,-85.53,0.2,100,0,Post-1995,360.350859033832
56392,367960,2012,3,2,2012-03-02,17:26:00,3,TN,47,0,2,20,0,2,0.01,36.29,-85.49,36.27,-85.55,3.7,880,0,Post-1995,7325.7736522093
56393,369876,2012,3,2,2012-03-02,17:31:00,3,TN,47,0,1,0,0,0.25,0.05,36.29,-85.49,36.3,-85.47,1.65,500,0,Post-1995,3310.68368872273
56394,369877,2012,3,2,2012-03-02,17:33:00,3,TN,47,0,2,0,0,1,0.1,36.3,-85.47,36.33,-85.35,6.94,400,0,Post-1995,13691.2993404069
56397,372204,2012,3,2,2012-03-02,17:56:00,3,TN,47,0,0,0,0,0,0.1,36.38,-85.1,36.41,-85.01,6.42,300,0,Post-1995,10623.2462041647
56405,366728,2012,3,2,2012-03-02,19:26:00,3,TN,47,0,2,4,0,0.5,0,36.58,-83.68,36.59,-83.64,2.6,250,0,Post-1995,5099.17310916542
56406,373771,2012,3,2,2012-03-02,19:45:00,3,TN,47,0,1,0,0,0.1,0,36.58,-83.53,36.6,-83.49,2.5,200,0,Post-1995,4956.32784527862
56411,365152,2012,3,2,2012-03-02,20:33:00,3,TN,47,0,0,0,0,0,0,35.92,-84.17,35.93,-84.17,0.3,70,0,Post-1995,598.34426904538
56412,365151,2012,3,2,2012-03-02,21:00:00,3,TN,47,0,0,0,0,0.02,0,36.02,-83.77,36.03,-83.74,2.1,100,0,Post-1995,4206.87672816173
56667,378297,2012,4,26,2012-04-26,17:44:00,3,TN,47,0,2,1,0,0.4,0,35.38,-88.71,35.36,-88.69,1.89,200,0,Post-1995,3740.89888028988
56668,368031,2012,4,26,2012-04-26,18:00:00,3,TN,47,0,0,6,0,0.07,0,35.93,-86.9,35.89,-86.86,3.77,100,0,Post-1995,7233.83869420605
57033,409537,2012,9,17,2012-09-17,15:02:00,3,TN,47,0,0,0,0,0.05,0,35.45,-86.34,35.45,-86.33,0.65,100,0,Post-1995,1277.24878226959
57050,416448,2012,10,1,2012-10-01,12:25:00,3,TN,47,0,0,0,0,0.01,0,35.49,-86.49,35.51,-86.47,1.51,50,0,Post-1995,3001.53907519017
57053,416449,2012,10,1,2012-10-01,16:07:00,3,TN,47,0,0,0,0,0.02,0,36.01,-86.14,36.03,-86.13,1.96,100,0,Post-1995,3915.30866471579
57056,416450,2012,10,1,2012-10-01,16:31:00,3,TN,47,0,1,0,0,0.01,0,36.17,-86.09,36.19,-86.08,1.47,150,0,Post-1995,2940.47156169093
57153,428322,2013,1,13,2013-01-13,15:36:00,3,TN,47,0,0,0,0,0.03,0.01,35.72,-86.67,35.72,-86.64,1.59,100,0,Post-1995,3153.67197402265
57181,428320,2013,1,30,2013-01-30,02:12:00,3,TN,47,0,1,0,0,0.2,0.05,35.97,-87.8,35.98,-87.76,2.32,150,0,Post-1995,4625.1136664323
57182,428321,2013,1,30,2013-01-30,02:26:00,3,TN,47,0,2,0,0,0.5,0.1,35.78,-87.65,35.78,-87.6,2.98,300,0,Post-1995,5922.97733271055
57183,428331,2013,1,30,2013-01-30,02:32:00,3,TN,47,0,1,0,0,0.45,0.2,35.43,-87.78,35.51,-87.53,15.23,100,0,Post-1995,30086.9621735897
57184,428698,2013,1,30,2013-01-30,02:45:00,3,TN,47,0,0,0,0,0.1,0.07,36.08,-87.22,36.11,-87.1,7.25,100,0,Post-1995,14446.7459535629
57185,428696,2013,1,30,2013-01-30,02:52:00,3,TN,47,0,0,1,0,0.05,0.01,36.28,-87.06,36.28,-87.06,0.24,75,0,Post-1995,470.487071559798
57186,432103,2013,1,30,2013-01-30,02:59:00,3,TN,47,0,2,0,0,0.75,0.25,36.44,-86.91,36.47,-86.83,4.97,200,0,Post-1995,9948.68122602255
57187,428695,2013,1,30,2013-01-30,03:00:00,3,TN,47,0,0,0,0,0.01,0.01,36.33,-86.92,36.34,-86.82,5.55,50,0,Post-1995,11106.5523773944
57188,428694,2013,1,30,2013-01-30,03:01:00,3,TN,47,0,0,0,0,0.06,0.01,35.88,-87.12,35.89,-87.11,0.92,75,0,Post-1995,1835.79856973336
57190,428690,2013,1,30,2013-01-30,03:05:00,3,TN,47,0,1,0,0,0.25,0.1,36.48,-86.81,36.49,-86.71,5.75,150,0,Post-1995,11526.0966533217
57191,428685,2013,1,30,2013-01-30,03:10:00,3,TN,47,0,0,0,0,0.19,0.05,36.36,-86.77,36.41,-86.57,11.65,75,0,Post-1995,23243.0895381443
57192,428683,2013,1,30,2013-01-30,03:12:00,3,TN,47,0,0,1,0,0.15,0.01,36.21,-86.77,36.22,-86.71,3.2,75,0,Post-1995,6385.76188206915
57193,432079,2013,1,30,2013-01-30,03:12:00,3,TN,47,0,1,1,0,0.77,0.12,36.51,-86.72,36.54,-86.61,5.98,100,0,Post-1995,11964.4077238585
57195,428679,2013,1,30,2013-01-30,03:18:00,3,TN,47,0,0,0,0,0.1,0.01,35.93,-86.86,35.93,-86.83,2,75,0,Post-1995,3982.53945491338
57196,428678,2013,1,30,2013-01-30,03:23:00,3,TN,47,0,0,0,0,0.23,0.04,36.33,-86.55,36.38,-86.36,10.61,125,0,Post-1995,21227.9668039563
57197,428677,2013,1,30,2013-01-30,03:25:00,3,TN,47,0,2,0,0,1,0.1,36.22,-86.55,36.25,-86.47,4.53,150,0,Post-1995,9042.51286315107
57198,428676,2013,1,30,2013-01-30,03:34:00,3,TN,47,0,0,0,0,0.07,0.03,36.4,-86.34,36.41,-86.28,3.63,100,0,Post-1995,7259.74505720099
57199,428674,2013,1,30,2013-01-30,03:37:00,3,TN,47,0,0,0,0,0.04,0.04,36.46,-86.34,36.47,-86.23,5.84,50,0,Post-1995,11708.7755596167
57201,428954,2013,1,30,2013-01-30,03:40:00,3,TN,47,0,1,0,0,1.04,0.22,36.28,-86.33,36.34,-86.17,10.03,150,0,Post-1995,19964.5199887625
57202,428672,2013,1,30,2013-01-30,03:41:00,3,TN,47,0,1,0,0,0.53,0.12,35.74,-86.7,35.76,-86.62,4.59,150,0,Post-1995,9105.96781964521
57204,428671,2013,1,30,2013-01-30,03:47:00,3,TN,47,0,0,0,0,0.09,0.04,36.49,-86.15,36.5,-86.14,0.97,50,0,Post-1995,1951.70131759315
57206,428670,2013,1,30,2013-01-30,04:01:00,3,TN,47,0,0,0,0,0.17,0.07,36.55,-85.92,36.56,-85.9,1.53,75,0,Post-1995,3069.30770699194
57208,428669,2013,1,30,2013-01-30,04:29:00,3,TN,47,0,0,0,0,0.07,0.07,35.84,-86.08,35.87,-85.96,6.65,200,0,Post-1995,13216.5163452333
57210,423532,2013,1,30,2013-01-30,04:46:00,3,TN,47,0,1,0,0,0,0,35.1,-86.78,35.13,-86.7,5.28,250,0,Post-1995,10407.6323821627
57212,428668,2013,1,30,2013-01-30,05:26:00,3,TN,47,0,0,0,0,0.05,0.01,35.49,-86.08,35.5,-86,4.57,75,0,Post-1995,9046.20899757906
57261,439941,2013,3,18,2013-03-18,06:40:00,3,TN,47,0,1,0,0,0.33,0,36.19,-87.63,36.23,-87.45,10.62,150,0,Post-1995,21197.2868274092
57262,439765,2013,3,18,2013-03-18,10:22:00,3,TN,47,0,0,0,0,0.05,0,35.5,-86.95,35.51,-86.88,3.7,50,0,Post-1995,7339.56887771015
57263,440026,2013,3,18,2013-03-18,10:47:00,3,TN,47,0,0,0,0,0.05,0,35.58,-86.66,35.6,-86.59,3.89,50,0,Post-1995,7715.00361025657
57264,439764,2013,3,18,2013-03-18,11:12:00,3,TN,47,0,0,0,0,0.05,0,35.71,-86.35,35.73,-86.29,3.8,100,0,Post-1995,7462.48842686156
57342,449571,2013,4,19,2013-04-19,01:03:00,3,TN,47,0,1,0,0,0,0,35.22,-86.44,35.23,-86.39,3.1,400,0,Post-1995,6108.94940168399
57343,449576,2013,4,19,2013-04-19,01:09:00,3,TN,47,0,1,0,0,0,0,35.23,-86.39,35.27,-86.34,4.17,400,0,Post-1995,8235.2328957434
57353,463806,2013,4,27,2013-04-27,20:13:00,3,TN,47,0,1,1,0,0.1,0,35.37,-89.5,35.38,-89.48,1.12,250,0,Post-1995,2214.92446023613
57595,457229,2013,5,31,2013-05-31,05:05:00,3,TN,47,0,1,0,0,0.18,0,35.62,-89.7,35.61,-89.69,0.83,250,0,Post-1995,1652.87162329019
57660,445581,2013,6,9,2013-06-09,17:09:00,3,TN,47,0,1,0,0,0,0,35.23,-86.13,35.25,-86.08,2.85,150,0,Post-1995,5626.13706119585
57661,445582,2013,6,9,2013-06-09,17:32:00,3,TN,47,0,0,0,0,0,0,35.31,-85.99,35.31,-85.98,0.29,50,0,Post-1995,567.435726992952
57696,452988,2013,6,13,2013-06-13,13:11:00,3,TN,47,0,1,0,0,0.05,0,36.13,-83.63,36.11,-83.61,2,120,0,Post-1995,3899.40958932633
57700,453001,2013,6,13,2013-06-13,13:55:00,3,TN,47,0,1,0,0,0.05,0,35.79,-83.34,35.79,-83.34,0.5,150,0,Post-1995,201.299590504936
57915,480244,2013,10,5,2013-10-05,17:52:00,3,TN,47,0,0,0,0,0,0,36.23,-89.25,36.24,-89.25,0.18,25,0,Post-1995,372.353426851623
58027,484142,2013,11,17,2013-11-17,18:31:00,3,TN,47,0,1,0,0,0.2,0.01,36.59,-86.69,36.58,-86.67,0.97,100,0,Post-1995,1960.82508461324
58028,484143,2013,11,17,2013-11-17,18:42:00,3,TN,47,0,0,0,0,0.2,0,36.59,-86.52,36.59,-86.52,0.35,50,0,Post-1995,692.405394262047
58029,477815,2013,11,17,2013-11-17,21:37:00,3,TN,47,0,0,0,0,0,0,35.22,-86.64,35.22,-86.63,0.57,25,0,Post-1995,1113.52875834602
58083,490191,2014,2,20,2014-02-20,21:53:00,3,TN,47,0,1,0,0,0,0,35.19,-86.33,35.21,-86.31,1.64,400,0,Post-1995,3223.98574596858
58085,490188,2014,2,20,2014-02-20,22:08:00,3,TN,47,0,1,0,0,0,0,35.18,-86.2,35.18,-86.19,1.05,100,0,Post-1995,2073.40759363839
58086,490189,2014,2,20,2014-02-20,22:23:00,3,TN,47,0,1,0,0,0,0,35.29,-85.99,35.3,-85.96,1.98,400,0,Post-1995,3909.25289488885
58087,497967,2014,2,20,2014-02-20,22:29:00,3,TN,47,0,1,0,0,0.2,0,35.33,-85.93,35.34,-85.91,1.21,250,0,Post-1995,2389.41609243315
58182,514656,2014,4,28,2014-04-28,05:46:00,3,TN,47,0,0,0,0,0.03,0,35.36,-89.75,35.37,-89.72,1.54,75,0,Post-1995,3040.99708505764
58183,512199,2014,4,28,2014-04-28,11:36:00,3,TN,47,0,1,0,0,0.03,0,35.88,-85.29,35.89,-85.26,2.05,100,0,Post-1995,4079.0275838171
58191,515614,2014,4,28,2014-04-28,16:10:00,3,TN,47,0,2,1,0,0.28,0,36.43,-89.14,36.53,-89,12.08,150,0,Post-1995,20714.0450560507
58203,505227,2014,4,28,2014-04-28,17:09:00,3,TN,47,0,2,0,0,0,0,35.02,-86.49,35.07,-86.33,9.53,250,0,Post-1995,18745.3094201305
58212,505228,2014,4,28,2014-04-28,19:09:00,3,TN,47,0,3,0,2,0,0,35.01,-86.55,35.25,-86.34,26.76,500,0,Post-1995,41191.1449725847
58461,517690,2014,6,10,2014-06-10,15:06:00,3,TN,47,0,0,0,0,0.05,0,35.88,-84.51,35.88,-84.51,0.5,100,0,Post-1995,17.5318723596751
58735,526273,2014,7,27,2014-07-27,15:45:00,3,TN,47,0,1,0,0,0,0,36.46,-82.56,36.46,-82.56,0.5,50,0,Post-1995,911.284465245779
58736,526274,2014,7,27,2014-07-27,15:47:00,3,TN,47,0,0,0,0,0,0,36.45,-82.55,36.42,-82.43,7.1,300,0,Post-1995,14058.8096839238
58737,526284,2014,7,27,2014-07-27,15:58:00,3,TN,47,0,3,0,0,0,0,36.47,-83.98,36.44,-83.9,4.66,800,0,Post-1995,9320.98256116808
58846,546254,2014,10,10,2014-10-10,19:35:00,3,TN,47,0,1,0,0,0.2,0,35.86,-87.39,35.86,-87.35,1.97,100,0,Post-1995,3912.5151759301
58875,546284,2014,10,13,2014-10-13,17:09:00,3,TN,47,0,1,0,0,0.05,0,36.5,-87.3,36.55,-87.25,4.18,75,0,Post-1995,8373.41511114079
58994,567217,2015,4,3,2015-04-03,16:22:00,3,TN,47,0,0,0,0,0.02,0,35.92,-87.04,35.92,-86.94,5.6,75,0,Post-1995,11131.9606866933
59402,581707,2015,5,20,2015-05-20,14:30:00,3,TN,47,0,0,0,0,0,0,35.55,-89.3,35.55,-89.3,0.07,25,0,Post-1995,139.746944766415
59403,580911,2015,5,20,2015-05-20,16:29:00,3,TN,47,0,0,0,0,0.01,0,35.6,-88.07,35.6,-88.05,1.23,70,0,Post-1995,2439.32622984873
59722,577451,2015,7,2,2015-07-02,16:15:00,3,TN,47,0,0,0,0,0.02,0,36.23,-86.62,36.23,-86.6,0.87,50,0,Post-1995,1747.77099035616
59723,594241,2015,7,2,2015-07-02,16:22:00,3,TN,47,0,0,0,0,0.03,0,36.23,-86.58,36.23,-86.58,0.32,50,0,Post-1995,645.406359650393
59724,594249,2015,7,2,2015-07-02,17:44:00,3,TN,47,0,0,0,0,0.01,0,36.22,-86.46,36.24,-86.42,2.65,50,0,Post-1995,5296.61378602725
59725,594255,2015,7,2,2015-07-02,18:20:00,3,TN,47,0,0,0,0,0.01,0,36.17,-86.34,36.17,-86.3,2.53,100,0,Post-1995,5045.1120047944
59726,594271,2015,7,2,2015-07-02,18:36:00,3,TN,47,0,0,0,0,0.02,0,36.19,-86.27,36.2,-86.26,1.08,100,0,Post-1995,2155.60634477389
59781,595840,2015,7,14,2015-07-14,12:46:00,3,TN,47,0,1,0,0,0.06,0,36.49,-85.13,36.38,-85.01,10.53,300,0,Post-1995,20715.2789709419
59782,595893,2015,7,14,2015-07-14,13:49:00,3,TN,47,0,1,0,0,0.1,0,36.17,-85.6,36.14,-85.57,2.76,150,0,Post-1995,5503.14108739708
59783,596232,2015,7,14,2015-07-14,14:55:00,3,TN,47,0,1,0,0,0,0,35.46,-84.38,35.36,-84.34,7.85,200,0,Post-1995,15524.5312229511
60064,612000,2015,12,23,2015-12-23,16:43:00,3,TN,47,0,1,0,0,0.03,0,35.55,-89.07,35.56,-89.05,1.21,50,0,Post-1995,2392.56170903018
60068,607144,2015,12,23,2015-12-23,18:18:00,3,TN,47,0,2,0,2,1,1,35.55,-87.81,35.66,-87.58,14.92,500,0,Post-1995,29564.2317277727
60069,607146,2015,12,23,2015-12-23,18:55:00,3,TN,47,0,3,4,0,4.1,1.11,35.14,-87.97,35.51,-87.24,48.38,800,0,Post-1995,95455.4939919836
60072,607154,2015,12,23,2015-12-23,22:14:00,3,TN,47,0,2,0,0,0.4,0,36.06,-85.97,36.12,-85.84,8.37,250,0,Post-1995,16673.7616977556
60079,607163,2015,12,25,2015-12-25,07:18:00,3,TN,47,0,1,0,0,0.05,0,35.49,-86.41,35.49,-86.4,0.48,75,0,Post-1995,949.79395880876
